task_number,n_components,confidence_threshold,total_accuracy,total_threshold_accuracy,total_grams,total_above_threshold,total_threshold_correct,total_threshold_incorrect,normalized_accuracy
4,10,-6.0,0.15661283332245762,0.1575711454814725,300.8,291.4,49.4,241.99999999999997,0.2041322314049587
4,10,0.0,0.15987672664570568,0.0,300.8,0.0,0.0,0.0,
4,15,-inf,0.16362947214977847,0.16362947214977847,300.8,300.8,51.4,249.4,0.2060946271050521
4,15,-1000000.0,0.16320951320101112,0.16325316826136022,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-100000.0,0.17162467431881032,0.17166544956167964,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-10000.0,0.16396400989197704,0.16402068103884054,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-1000.0,0.16320843699479598,0.16326240104643547,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-100.0,0.16430709001161906,0.16436009177979274,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-15.0,0.16692893837868744,0.1669822527557978,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-10.0,0.16320843699479598,0.16326240104643547,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,15,-6.0,0.16512187497839406,0.16369129240853433,300.8,292.4,49.4,242.99999999999997,0.20329218106995886
4,15,0.0,0.17440832411545734,0.0,300.8,0.0,0.0,0.0,
4,20,-inf,0.1633199886936579,0.1633199886936579,300.8,300.8,51.4,249.4,0.2060946271050521
4,20,-1000000.0,0.1635408064867148,0.16359380825488856,300.8,300.6,51.2,249.40000000000003,0.20529270248596632
4,20,-100000.0,0.15660671960845113,0.15666339075531466,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,20,-10000.0,0.16485422319021245,0.1649081872418519,300.8,300.6,51.4,249.20000000000002,0.20626003210272872
4,20,-1000.0,0.1695118663982406,0.16956853754510412,300.8,300.6,51.2,249.40000000000003,0.20529270248596632
